oare_id,transliteration,translation
auto_sent_0001135,e-lá 20 na-ru-uq GIG ù 15 na-ru-uq še-im ša Ku-tù-bi4-iš i-dí-na-ni mì-ma ša-ni-um lá-šu a-li 40 ma-na ni-ga-lu 2.5 ma- na AN.NA ša a-na Ša-na-a Ì-lí-šar ù Hu-lu- ba,Apart from 20 sacks of wheat and 15 sacks of barley that Kutubiš gave me there is nothing else ! Where are the 40 minas of sickles the 2.5 minas of tin which Ili-išar and Huluba brought to Šana?
auto_sent_0001139,um-ma A-šur-na-da-ma a-na A-gu-za Ši-ša-ah-šu-šar ù A-šur-dUTU-ši,"From Aššur-nādā to Aguza, Šišahšušar and Aššur-šamšī:"
auto_sent_0001140,qí-bi-ma šu-ma dIM-ba-ni tup-pu-šu e-ri-iš-ku-nu tup-pi-a pé-té-a-ma tup-pu-šu am-ra-ma ša i-ša-qú-lu ṣa-hi-ra-ma ša ší-tim tup-pu-šu lu-up-ta-ma ù a-li-am dí-na-šu-um,"If Adad-bāni asks you for his tablet, then open my tablet , look for his tablet, deduct what he will pay and write a tablet for him concerning the rest—and only then give him the other one."
auto_sent_0001143,um-ma A-šùr-na-da-ma a-na A-gu-za Ú-ṣú-ur-ša-A-šur ù Ší-ša-ah-šu-sar,"From Aššur-nādā to Aguza, Uṣur-ša-Aššur and Šišahšušar:"
auto_sent_0001144,qí-bi-ma 10+7 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tù 8 MU.ŠÈ Ku-zi-zi-a,17 shekels of refined silver Kuziziya borrowed from me 8 years ago.
auto_sent_0001145,ha-bu-lam i-nu-mì wa-áš-ba-ku-ni as-ba-sú-ma um-ma šù-ut-ma,"When I stayed there I seized him, but he said:"
auto_sent_0001146,ú-nu-ú: a-dí-ni lá e-ru-ba-am a-hu-a: a-tù-nu ṣa-áb-ta-šu-ma KÙ.BABBAR ù ṣí-ba-sú ma-lá wa-as-mu ša-áš-qí-lá-šu,"My merchandise has not arrived yet. My dear brothers, seize him and make him pay the silver and as much interest as is fitting."
auto_sent_0001150,um-ma A-šùr-na-da- ma a-na I-dí-Šú-in ù Ší-ša-ah-<šú->ša-ar,From Aššur-nādā to Iddin-Suen and Šišahšušar:
auto_sent_0001151,qí-bi4-ma 17 GÍN KÙ.BABBAR ṣa-ru-pá-am ší-im a-bar-ni-im Ku-zu-zi-a iš-tù 10 ša-na-tim ha-bu-lam,"Kuzuziya has owed me 17 shekels of refined silver, the price of an abarniu-textile, for 10 years."
auto_sent_0001160,a-na A-lá-hi-im E-me-me ù Ší-ša-ah- šú-šar qí-bi-ma <um-ma A-šur-na-da-ma>,"To Alāhum, Ememe and Šišahšušar :"
auto_sent_0001161,0.33333 ma-na 1 GÍN KÙ.BABBAR ku-nu-ki-a Puzur4-A-šur na-áš-a-ku-nu-tí,Puzur-Aššur is on his way to you with 0.33333 mina 1 shekel of silver under my seal.
auto_sent_0001162,e-sí: ù qá-nu-e ti-ša-a-ma ša GUD.HI.A ša-da-dim li-iš-du-du-nim ša a-ma-kam-ma ša ma-zi-re-e ma-lá-hi ù ha-ba- ša-tim ša-mì,"Buy fire-wood and reeds, and have the oxen haul as much of what is there as they can; Buy malahum and habāšatum utensils for the mazīru tin."
auto_sent_0001163,a-pu-tum mì-ma šú-mì-šú lu er-sú-ma i-na e-ra-bí4-a-ma,Please may everything be ready so I can move quickly as soon as I arrive.
auto_sent_0001164,lu-ra-tí-ib šu-ma TÚG.HI.A ša Šú-Šú-in ù i-a-tí iš-tú Ur-šù ub-lu-nim a-ma-kam-ma dí-na-ma šì-im-šú-nu zu-za,"If they brought the textiles belonging to Šū-Suen and myself from Uršu, then sell them there and divide the proceeds."
auto_sent_0001165,a-ni-um: a-na-kam i-ta-an-ki-iš,This one was set aside here.
auto_sent_0001166,šú-ma Ku-tù-bi4-iš: KÙ.BABBAR mì-ma e-ri-iš dí-na-šú-um,If Kutubiš asks for any silver then give him some.
auto_sent_0001167,a-na A-lá-hi-im E-me-me ù A-šùr-ta-ak-lá-ku qí-bi-ma um-ma A-šùr-na-<da->-ma,"To Alāḫum, Ememe and Aššur-taklāku from Aššur-nādā:"
auto_sent_0001168,iš-tù: 11 0.33333 ma-na 5 GÍN <gap> KÙ.BABBAR qá-tí 7.33333 ma-na qá-tí a-bi4-ni za-am-ru 18 ku-ta-ni 5 TÚG šu-ru-tum É kà-ri-im na-ad-a-ku-ma lá za-am-ru 10 ku-ta-ni ù 4 TÚG šu-ru-tim É wa-áb- ri-ni e-zi-ib ŠÀ.BA 4 ku-ta-ni i-qá-tí Ù-ṣú-ur-ša-A-šur i-na-dí- ú-ma KÙ.BABBAR a-qá-tim ša a-bi4-ni i-tá-hi kà-ru-um i-dí-na-šu,"After my account and our fathers account had been recorded at 11.33333 minas 5 shekels and 7.33333 minas respectively, I have been booked for 18 kutānu-textiles and 5 black textiles in the colony office, but these were not recorded. 10 kutānu- textiles and 4 black textiles I left in our guest-house. Thereof they will deposit 4 kutānu-textiles on Uṣur-ša-Aššurs account, but the silver will be transferred to our fathers account. The colony has given it to me."
auto_sent_0001169,i-dí: lá i-dí ù KÙ.BABBAR ma-lá qá-tí a-bi4-ni ┐ù¹ qá-tí za-am-ru tí-ir-ta- ak-nu li-li-kam 2.5 ma-na KÙ.BABBAR qá-dum GUŠKIN <gap> hu Dan-A-šur <gap> um⁷ 40 ma-na URUDU É wa-áb-ri-ni e-zi- ib,Send me word telling me whether or not he has deposited anything and how much silver has been recorded for our fathers account and mine. 2.5 minas of silver together with the gold <gap> Dān-Aššur <gap> 40 minas of copper I left in our guest-house.
auto_sent_0001170,<gap> URUDU <gap> GÍN 15 0.5 ŠE KÙ.BABBAR <gap>-ší 2 ma-na KÙ.BABBAR ṣa-ru-pá-am qá-tí ┐ù¹ qá-tí a-bi4-ni a-dí-ma ┐ù¹ 28.66666 ma-na 7.5 GÍN ┐KB¹ ša ILLAT-at Pu-šu-ki-in,"<gap> copper <gap> shekels 15.5 grains of silver <gap> I deposited 2 minas of refined silver on my account and on our fathers account, so that 28.66666 minas 7.5 shekels of silver is from Pūsu-kēns enterprise:"
auto_sent_0001171,30 ma-na TA ŠÍG.HI.A,at 30 minas wool.
auto_sent_0001172,a-na 1 ma-na-im ša 3 TÚG.HI.A ša Ur-šu ša šé-pi-a ┐ta-áš-pu-ra-am um-ma,"As to the 1 mina for three textiles from Uršu transported by me, you have written, saying:"
auto_sent_0001175,i-mì-ma a-nim 2.5 ma-na KÙ.BABBAR ┐ù¹ <gap> ṣí-ba-tí-šu ša A-zu ša-bi4-a 20+ <gap> ni-ga-li ù 2 ma-na <gap> ┐1 ma-na a-na ú-tí-tim { <gap> } ša-dí-na,Have paid in full out of all this 2.5 minas of silver plus interest belonging to Azu. 20+ <gap> sickles plus 2 minas <gap> Have paid 1 mina for grain.
auto_sent_0001218,um-ma a-ta-ma a-na ru-ba-im a-qí-aš ù 2 ma-na hu-ša-e uṣ-ba-ku-um um-ma a-ta-ma pá-šu-ra-am SIG5 ša 10 GÍN KÙ.BABBAR a-da-na-ku-um šu-ma a-hi a-ta pá-šu-ra-am SIG5 a-na A-šur-ta-ak-lá-ku,"You said: I shall give them as a gift to the king. I furthermore added for you 2 minas of scrap metal. You said: I shall give you good quality retail goods worth 10 shekels of silver in return. My dear brother, give the good quality retail goods to Aššur-taklāku."
auto_sent_0001219,di-in a-na A-šur-ta- ak-lá-ku qí-bi4-ma 3 ma-na 12 GÍN AN.NA a-na ILLAT šu-ku-un,To Aššur-taklāku: <gap> Deliver 3 minas 12 shekels of tin to the enterprise.
auto_sent_0001257,1 ma-na KÙ.BABBAR a-ši-im 2 GUD.HI.A ù ú-tí-tim a-na me-er-e ša-ku-li-im ag-mu-ur ší-tí KÙ.BABBAR-pì-kà 2 ma-na 0.66666 GÍN i-na li-bi4 5 ma-na 1 GÍN KÙ.BABBAR lu-qú-tim ša še-ep En-nam-Be-lim ú-ša-he-er ší-tí KÙ.BABBAR-pì-a 2 ma-na 0.33333 GÍN i-na pá-ni-e-ma,"1 mina of silver I spent on the price of 2 oxen and grain to feed the sons. The rest of your silver: <gap> 2 minas 0.66666 shekels, I deducted from the 5 minas 1 shekel of silver, the shipment transported by Ennam-Bēlum; <gap> send the rest of my silver, 2 minas 0.33333 shekels as soon as possible."
auto_sent_0001263,mi-ma KÙ.BABBAR-áp-kà lá al-qé ú ni-kà-si ú-ni-a-ni-ma KÙ.BABBAR 1 ma-na ù 2 ma-na i-ṣé-ri-a il5-qé AN.NA 1 GÚ KI Ša-lim-a- hi-im a-na u4-me ni-il5-qé-ma a-na Bu-ru-uš-ha-dim ú-šé-ri-ib-ma ih-ta-al-qé-ni a-wa-at A-limki lá tí-de8 a-na-kam a-ba-ú-šu im-tí-du-ma a-hi-ni nu-šé-ši-ib-ma a-šu-mi KÙ.BABBAR a-na-kam <gap> ra-kà-si< -im> ni-iš A-limki ú-ta-me-ú-ni-a-tí-ma a-na 6 ma-na KÙ.BABBAR ú-ma-gi5-ru-ni- a-tí iš-tù ITI.1.KAM Tán-bar-ta li-mu- um Ib-ni-dIM DUMU Ba-qú-ni-im 1 ma-na.TA i-na ša-tim KÙ.BABBAR ša-al-ma-am i-na A-limki i-ša-qá-lá-kum ša KÙ.BABBAR 1 ma-na ù 2 ma-na ši-ma-am na-ší,"Give me my silver! He answered: I have not taken any of your silver. So, he cheated me with the account, for he has taken at least 1 or 2 minas of silver at my expense. We have borrowed tin, 1 talent, from Šalim-ahum on fixed terms, and he brought that into Burušhaddum where it was lost for me. Dont you know the state of affairs in the City? Here his fathers have become numerous, so we convened our colleagues, and they made us swear an oath by the City concerning the contractual agreement to pay the silver here , where they made us agree on 6 minas of silver: Reckoned from the month Tanbarta in the eponymy of Ibni-Adad son of Baqqunum he is to pay 1 mina per year without deduction to you in the City. He carries goods worth at least 1 or 2 minas of silver."
auto_sent_0001267,a-li-ki-im ṭur4-dam um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bi4-ma: a-šu-mi I-dí-Sú-in ša ta-áš-pu-ra-ni I-dí-Sú-in aš-ba-at-ma i-ma-ha-ar a-hi-ni um-ma a-na-ku- ma KÙ.BABBAR i-na ba-a-ba-tí-a ta-al-ta-qé KÙ.BABBAR-pì dí-nam um-ma šu-ut-ma,"<gap> From Aššur-idī to Aššur-nāda: Concerning Iddin-Suen about whom you wrote, I seized Iddin-Suen and in the presence of our colleagues I said: You have taken silver from my outstanding claims!"
auto_sent_0001268,mi-ma KÙ.BABBAR-áp-kà lá al-qé ú ni-kà-si ú-ni-a-ni-ma KÙ.BABBAR 1 ma-na ù 2 ma-na i-ṣé-ri-a il5-qé AN.NA 1 GÚ KI Ša-lim-a- hi-im a-na u4-me ni-il5-qé-ma a-na Bu-ru-uš-ha-dim ú-šé-ri-ib-ma ih-ta-al-qé-ni a-wa-at A-limki lá tí-de8 a-na-kam a-ba-ú-šu im-tí-du-ma a-hi-ni nu-šé-ši-ib-ma a-šu-mi KÙ.BABBAR a-na-kam ra-kà-si< -im> ni-iš A-limki ú-ta-me-ú-ni-a-tí-ma a-na 6 ma-na KÙ.BABBAR ú-ma-gi5-ru-ni- a-tí iš-tù ITI.1.KAM Tán-bar-ta li-mu- um Ib-ni-dIM DUMU Ba-qú-ni-im 1 ma-na.TA i-na ša-tim KÙ.BABBAR ša-al-ma-am i-na A-limki i-ša-qá-lá-kum ša KÙ.BABBAR 1 ma-na ù 2 ma-na ši-ma-am na-ší,"Give me my silver! He answered: I have not taken any of your silver. So, he cheated me with the account, for he has taken at least 1 or 2 minas of silver at my expense. We have borrowed tin, 1 talent, from Šalim-ahum on fixed terms, and he brought that into Burušhaddum where it was lost for me. Dont you know the state of affairs in the City? Here his fathers have become numerous, so we convened our colleagues, and they made us swear an oath by the City concerning the contractual agreement to pay the silver here , where they made us agree on 6 minas of silver: Reckoned from the month Tanbarta in the eponymy of Ibni-Adad son of Baqqunum he is to pay 1 mina per year without deduction to you in the City. He carries goods worth at least 1 or 2 minas of silver."
auto_sent_0001280,da-ni-in: lu-qí-tám wa-šé-er um-ma A-šùr-i-dí-ma a-na A-šùr-na-da qí-bi4-ma a-šù-mi KÙ.BABBAR ša Kà-ri-a ù ku-a-tí: ša tù-šé-bi-lá-ni um-ma ša ki-ma Kàr-ri-a-ma lu-qí-tám a-na i-ta-aṭ-li-im,"<gap> From Aššur-idī to Aššur-nādā: With regard to the silver belonging to Karria and yourself which you sent to me, Karrias representatives said: Let him sell the goods for cash on delivery, and send the silver here!"
auto_sent_0001282,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bi4-ma 5 GÍN KÙ.BABBAR i-na e-ra-bi4-šu-ma Ás-qú-dí-a ša-áṣ-qí-il5-ma iš-tí ší-im ANŠE ku-nu-uk-ma i-pá-ni-e-ma,"From Aššur-idī to Aššur-nāda: Make Asqudia pay 5 shekels of silver as soon as he arrives, seal that together with the money from the sale of the donkey, <gap> and send it as soon as possible."
auto_sent_0001294,ù šé-ši-šu: tù-pá-šé-er ù kà-ki: ša A-šur ù A-šu-ri-tim im-hu-šú- kà ù tù-pá-šé-er um-ma a-ta-ma i-na šé-ri-šu li-mu-ru ša a-wa-at: i-lí a-na ša ta-ni-iš-tim,"But though the weapons of divine Aššur and Aššuritum have hit you, you still broke your word, saying: Let them care about him who treats the words of the gods as those of mankind. So far you have not left."
auto_sent_0001297,ri-im: šú-uh-ri-ma a-zu-áb: A-šur ù A-šu-ri- tum uš-ta-na-ú-du-kà um-ma šu-nu-ma lá-am-na- tim i-na li-bi4-šu e-ta-wu li-bu-šu lá iš-ru-ni-ku-um qá-šu na-ba-al-ku-ta-at kà-lá a-wa-tim ša i-lí e-ta-wu-ni-ku-um a-wa-tim ša be-tí-ni: a-dí a-šu-ri-ma ta-am-tí-ši um-ma DINGIR-lu-ma a-wa-ti-ni ú-lá im-tù-a a-pu-tum a-wa-at,"Aššur and Aššuritum are giving you urgent instructions with the words: He speaks wickedness in his heart, his thoughts are not friendly towards you, his hand is turned away. All those words of the gods they spoke to you, words about our family, heaven forbid that you should have forgotten them! The gods said: He has refused to obey our commands! Please, obey the commands of the gods!"
auto_sent_0001301,ù a-wa-at i-lí iš-té-me li-ba-kà lá ú-lá-mì-in um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bi4-ma ta-li-kam-ma: a-dí 5-ši-šu,He cannot have made you angry. <gap> From Aššur-idī to Aššur-nāda: After you came here you have broken your promises five or six times!
auto_sent_0001303,um-ma A-šur-i-dí-ma a-na Puzur-Ištar ù Ás-qú-dim qí-bi4-ma 1 GÚ.5 ma-na AN.NA ku-nu-ki ša Ás-qú-dum na-aš-ú a-na-ma Tí-me-el-ki-a ta-kà-ša-dá- ni um-ma a-tù-nu-ma a-na Šu-Ištar DUMU A-zu-da qí-bi4-a-ma tí-ir-tí A-šur-i-dí AN.NA 1 GÚ le-qé-ma gi-mì-lam i-na še-ri-šu šu-ku-un tup-pu-šu ha-ar-ma-am ša hu-bu-li-šu lu-up-ta a-na 25,"From Aššur-idī to Puzur-Ištar and Asqudum: As to the 1 talent 5 minas of tin under seal which Asqudum is bringing, as soon as you reach Timelkia you must say as follows to Šu-Ištar, the son of Azuda: Aššur-idis orders were that you should take at least 1 talent of tin to do him a favour. Draw up a certified tablet concerning his debt to run for 25 weeks."
auto_sent_0001349,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da qí-bi-ma ša-am-ša-am ša 15 GÍN GUŠKIN a-na dNIN.ŠUBUR ha-bu-lá- ku,From Aššur-idī to Aššur-nādā: I owe a sun-disk weighing 15 shekels of gold to divine Ilabrat.
auto_sent_0001360,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da qí-bi- ma mì-šú ša ta-áš-pu-ra-ni,From Aššur-idī to Aššur-nādā: Why have you written to me.
auto_sent_0001361,um-ma a-ta-ma i-na KÙ.BABBAR-kà ni-kà-ši- a,as follows: I shall pay my accounts with your silver.
auto_sent_0001369,it-bi-a-ma: i-tal-kam ù me-er-ú-wa-tí-kà ù-ra-bi-ma um-ma ši-na-ma: la a-bu-ni a-ta i-na ša-al- ší-ma u4-mi-im it-bi-a-ma i-tal-kà-ku-ma tí-ir-ta-kà lu i-de8,"Also your daughters have I raised, but they said: You are not our father. Three days later they got up and left to go to you, so let me know what you think."
auto_sent_0001370,um-ma A-lá-hu-um ù ù A-šur-i-dí-ma a-na A-šur-na-da ù Šu-A-šur qí-bi-ma a-na A-šur-na-da qí-bi-ma i-na ù-mi-im ša tup-pá-am ta-ša-me-a-ni 1 GÚ AN.NA ku-nu-ki ša A-limki Šu-A-šur li-dí-na-ku-ma i-na e-tí-šu 10 ma-na KÙ.BABBAR ṣa-ru-pá-am šu-qú-ul-šu-um,"From Alāhum and Aššur-idī to Aššur-nādā and Šū-Aššur; to Aššur-nādā: the same day that you hear the letter Šū-Aššur shall give you 1 talent of tin under the seal of the City, and you must pay him 10 minas of refined silver promptly."
auto_sent_0001378,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bi-ma 1 GÚ AN.NA ša A-lá-hi-im Šu-A-šur li-dí-na- ku-ma 10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na e-tí-šu šu-qú-ul-šum,"From Aššur-idī to Aššur-nādā: Šu-Aššur should give you 1 talent of tin that belongs to Alāhum, and then pay him 10 minas of refined silver promptly."
auto_sent_0001380,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bi4-ma mì-šu ša ta-aš-pu-ra-ni um-ma a-ta-ma um-ma DUMU A-lá-hi-im-ma 10 ma-na KÙ ša a-bi4-kà a-ṣa-ba-at KÙ.BABBAR-pi i-na ki-dí-im za-ru šu-ma šu-ut 10 ma-na KÙ.BABBAR i-ṣa-ba-at a-ta 11 ma-na KÙ.BABBAR ša a-bi4-šu,"From Aššur-idī to Aššur-nādā: Why have you written me as follows: Alāhums son said to me: I shall seize 10 minas of silver belonging to your father. My silver has been scattered around outside! If he seizes 10 minas of silver, then you must seize 11 minas of his fathers silver!"
auto_sent_0001385,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bí4-ma mì-šu ša ta-aš-pu-ra-ni um-ma a-ta-ma i-na KÙ.BABBAR-pi-kà DUMU A-lá-hi-im i-ṣa-ba-at ma-nam ha-bu-lá-ku-ma ta-am-giš-ir-tí-ni 2 GÚ AN.NA ku-nu-ki ša A-limki Šu-A-šur ma-ah-ri-kà i-šá-kà-an-ma i-2 ší-ta iš-té-et ta-na-sà-aq-ma 10 ma-na KÙ.BABBAR a-na e-tí-kà ta-šá-qal,"From Aššur-idī to Aššur-nādā: Why have you written me as follows: Alāhums son will seize some of your silver? To whom do I owe anything, since it was our agreement that Šu-Aššur will place 2 talents of tin under the seal of the City authorities, before you and you will choose one of the two and pay 10 minas of silver promptly."
auto_sent_0001393,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bí4-ma DUMU A-lu-lá-a pá-šu a-na-kam i-dí-nam um-ma Šu-ut-ma i-na e-ra-bí4-a-ma 6 ma-na KÙ.BABBAR ú-šé-ba-lá-kum 1 ma-na KÙ.BABBAR iš-tí DUMU Puzur4-Ištar ú KÙ.BABBAR ša Zu-zu ú ša ih-bu-lá-ku-ni i-hi-id-ma i-pá-ni-e-ma,"From Aššur-idī to Aššur-nādā: Alulayas son gave me his word here, saying: As soon as I arrive I shall send you 6 minas of silver. 1 mina of silver is owed by Puzur-Ištars son, and take care to send Zuzus silver as well as what he borrowed from you as soon as possible."
auto_sent_0001395,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bí-ma 5 TÚG ku-tí-nu ša A-šur-be-lá-wa-tim ša i-na ku-nu-uk A-šur-i-mì-tí kà-an-ku-ni ša 13 ma-na.TA i-na A-limki it-bu-lu-ni i-na ba-ab wa-ṣa-i-šu i-nu-mì a-na A-limki ha-ra-šu-ni 2 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am me-eh-ra-tim dí-šu-um,"From Aššur-idī to Aššur-nādā: As to the 5 kutinu-textiles belonging to Aššur-bēl-awātim which were put under seal by Aššur-imittī, and which cost 13 minas a piece in the City— when he is about to leave on a trip to the City give him as an equivalent 2 minas 5 shekels of refined silver"
auto_sent_0001396,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bí4-ma iš-tí um-me-a-ni-a,From Aššur-idī to Aššur-nādā: I shall negotiate with my shareholders.
auto_sent_0001400,um-ma A-šur-i-dí<ma> a-na A-šur-na-da qí-bí4-ma 0.5 ma-na KÙ.BABBAR a-na A-šur-kà-šì-id ha-bu-lá-tí 0.33333 ma-na a-na Ša-lim-a-hi-im ha-bu-lá-tí KÙ.BABBAR i-na pá-ni-i-ma,From Aššur-idī to Aššur-nādā: You owe 0.5 mina of silver to Aššur-kāšid; you owe 0.33333 mina to Šalim-ahum; send them the silver as soon as possible.
auto_sent_0001430,um-ma A-šùr-i-dí-ma a-na A-šur-na-da ù A-šur-ta-ak-la-ku qí-bi-ma 2 GÚ 10 ma-na AN.NA ku-nu-ku 34 TÚG ku-ta- nu 2 ANŠE.HI.A ṣa-la-mu 0.66666 ma-na KÙ.BABBAR ù 6 ma-na AN.NA a-na qá-ti-šu ki-ma AN.NA ILLAT i-ša-ku-nu a-na KÙ.BABBAR AN.NA li-iš-ku-na-ku-nu-tí sá-ri-dum ig-re-šu ša a-dí Hu-ra-ma ša-bu mi-ma a-nim Šu-li DUMU Puzur4-A-šur,"From Aššur-idī to Aššur-nādā and Aššur-taklāku: 2 talents 10 minas of tin under seal, 34 kutanu-textiles, 2 black donkeys, 0.66666 mina of silver and 6 minas of tin for his expenses— he must calculate for you the value of the tin in silver using the rate which is established by the enterprise— as for the donkey-driver, his wages have been paid for the stretch until Hurama— with all this Šuli son of Puzur-Aššur"
auto_sent_0001431,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da ù A-šùr-ta-ak-lá- ku qí-bi-ma a-na A-šùr-na-da qí-bi4-ma 0.5 ma-na KÙ.BABBAR ša ik-ri-be-kà ša A-šùr,From Aššur-idī to Aššur-nādā and Aššur-taklāku: to Aššur-nādā: You have sent me 0.5 mina of silver from your votive offerings for divine Aššur.
auto_sent_0001434,Šu-Nu-nu na-aš-a-kum a-na A-šùr-ta-ak-lá-ku qí-bi4-ma 0.5 ma-na 5 GÍN KÙ.BABBAR ša ik-ri-be-kà ša A-šùr tù-šé-bi4- lam,Šu-Nūnu brings it to you. To Aššur-taklāku: <gap> You sent me 0.5 mina 5 shekels of silver from your votive offerings to divine Aššur.
auto_sent_0001436,a-li-ki-im šu-up-ra-nim a-na A-šùr-ta-ak-lá-ku qí-bi4-ma šu-ma a-hi a-ta ší-tí lu-qú-tim ša šé-pí-kà za-ki-a-ma šé-bi4-lá-ma a-dí ša-ah-ra-tí-ni li-ba-al-ki-it-ma KÙ.BABBAR 1 GÍN li-bi-tám lu-qú-tám wa-ar-ki-tám,"To Aššur-taklāku: If you are truly my brother, clear the remainder of the goods transported by you and send it to me, and let it be shipped while you are delayed so every shekel of silver is active for me."
auto_sent_0001437,ša ú-šé-bi4-lá-ku-ni aš-pu-ra-kum um-ma a-na-ku-ma KÙ.BABBAR a-na É A-limki a-ša-qal i-hi-id-ma KÙ.BABBAR šé-bi4-lam,"I wrote you about the later shipment I sent to you, saying: I have to pay the money to the City Hall."
auto_sent_0001439,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da ù A-šùr-ta-ak-lá-ku qí-bi-ma <gap> 2 GÚ 10 ma-na AN.NA ku-nu-ku 2 ANŠE.HI.A ṣa-la-mu 30 TÚG ku-ta-nu 4 TÚG: šu-ru-tum ša li-we-tim kà-áb-tù-tum 16 ma-na AN.NA a-qá-tí-šu a-dí-in 1 TÚG ra-qú- tum 1 TÚG ša Ta-tur4-a-li-ša 1 TÚG ša DINGIR-šu-GAL mi-ma a-nim LUGAL-IM ub-la-ku-nu-tí,"From Aššur-idī to Aššur-nādā and Aššur-taklāku: <gap> 2 talents 10 minas of tin under seal, 2 black donkeys, 30 kutānu-textiles, 4 black, heavy textiles for the wrapping— I gave 16 minas of tin for his expenses—1 thin textile, 1 textile belonging to Tātur-ališša, 1 textile belonging to Ilšu-rabi—all this Šar-Adad brought to you."
auto_sent_0001440,a-na A-šùr-ta-ak-la-ku qí-bi-ma lu-qú-tám a-ni-tám za-ki-ma šu-ma a-hi a-ta i-na iš-tí-in a-li-ki- im,"To Aššur-taklāku: Clear these goods , and, as you are my brother, send me silver with the very first caravan."
auto_sent_0001446,a-na A-šùr-ta-ak-la-ku qí-bi-ma i-na Bu-ru-úš -ha-dim kà-ra-am lá tù-ṣa-áb i-nu-mi té-ru-bu a-lá-an 10 u4-me la tù-ṣa-áb šú-ha-ra-tim a-tal- kà-nim a-tal kà-nim,"To Aššur-taklāku: In Burušhaddum you should not stay in the colony; when you arrive, do not stay more than 10 days. Ask for the girls; clear yourselves and set out to come here personally."
auto_sent_0001447,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da ù Ì-lí-a-lim qi-bi4-ma i-na ba-áb ha-ra-ni-kà aq-bi4-a-kum um-ma a-na-ku-ma ú-za-kà-ma a-šà-pá-ra-kum ú-za-ki-ma a-wa-at DINGIR-lí da-na,"From Aš[šur-idī] to Aššur-nādā and Ilī-ālum: When you were about to leave I said to you: When I have cleared myself of obligations, I shall write to you. I have now cleared myself, and the words of the gods are urgent."
auto_sent_0001455,ú-šé-bi4-il5 um-ma a-na-ku-ma ni-is-ha- tim ù ša-du-a- tám ra-dí-a-ma a-na a-bi4-ni ù ša ki-ma A-lá-hi-im šé-bi4-lá a-bi4 a-ta be-li a-ta a-na mì-ma KÙ.BABBAR ù GUŠKIN ša uš-té-bi4-lá-ku-ni mì-iš-lam5 AN.NA SIG5 wa-at-ra-am mì-iš-lam TÚG.HI.A,"I said: Add the import duty and the transport tariff and send it to our father and Alāhums representatives. If you are truly my father and lord, for all the silver and gold I have sent you buy half tin of extraordinary quality and half textiles."
auto_sent_0001457,a-na A-šúr-i-dí qí-bi-ma um-ma A-šúr-na-da-ma a-na šu-mì ni-kà-sí-a a-dí iš-ri-šu ta-aq-bi4-a-am um-ma a-ta-ma i-na KÙ.BABBAR-pì-a šu-qú-ul ù i-na ša-am-ší ú-ṣí-a-ni um-ma a-na-ku ma lá-áš-hu-ut um-ma a-ta-ma lá ta-ša-ha-at a-na mi-ni-a: a-na-ku ú-ša-zi-iz,To Aššur-idī from Aššur-nādā: With respect to my account you told me 10 times: Pay with my silver. And the day I left I said: Let me clear it. You answered: Do not clear it! For which of my affairs have I personally appointed someone to represent me?
auto_sent_0001474,um-ma A-šur-na-da- ma a-na Ší-ša-ah-šu- šar qí-bi-ma 55 ma-na Ì.KAL ša hu-zi-ri-im nu-hu-um ku-nu-ki-a ù na-ru-tum ša e-ru-bu dUTU-ba-ni na-aš-a-ki-im,"From Aššur-nādā to Šīšahšūšar: <gap> 55 minas of lard, a leather pouch under my seal, plus the narūtu-malt that has arrived, Šamaš-bāni is on his way to you with that."
auto_sent_0001479,um-ma A-šur-na-da-ma a-na A-šur-ta-ak- lá-ku ù Ši-ša-ah-šu-šar qí-bi-ma mì-šu ša um-ma a-tí-ma e-lá 20 na-ru-uq GIG ù 15 na-ru-uq še-im ša Ku-tù-bi4-iš i-dí-na-ni mì-ma ša-ni-um lá-šu a-li 40 ma-na ni-ga-lu 2.5 ma- na AN.NA ša a-na Ša-na-a Ì-lí-šar ù Hu-lu- ba,From Aššur-nādā to Aššur-taklāku and Šišahšušar: <gap> Why is it that you say: Apart from 20 sacks of wheat and 15 sacks of barley that Kutubiš gave me there is nothing else ! Where are the 40 minas of sickles the 2.5 minas of tin which Ili-išar and Huluba brought to Šana?
